Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
44885.64068,111.57.98.105,50.23.135.29,60707,40338,ICMP,1361,Data,FTP,,93.6,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Raunak Sheth,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/24.0.848.0 Safari/536.1",Segment B,"Giridih, Madhya Pradesh",103.107.249.253,,,Firewall
45025.17362,163.68.177.197,1.15.156.71,22235,6115,TCP,1383,Control,DNS,,29.84,,DDoS,Known Pattern A,Ignored,Medium,Shamik Bhatti,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; az-AZ) AppleWebKit/531.4.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.4.4",Segment A,"Anand, Telangana",,Log Data,Alert Data,Firewall
45115.47356,25.65.136.255,188.228.245.43,26512,21168,UDP,462,Data,DNS,IoC Detected,65.55,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Bhavin Comar,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.32.5 (KHTML, like Gecko) Version/4.0.5 Safari/533.32.5",Segment C,"Panihati, Telangana",,Log Data,Alert Data,Firewall
45144.24519,103.122.154.102,120.79.128.17,58599,20442,UDP,112,Control,DNS,IoC Detected,34.76,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Prerak Halder,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/16.1a5522.0 Mobile/73X388 Safari/533.1",Segment B,"Latur, Bihar",,Log Data,Alert Data,Firewall
45054.93608,140.10.66.220,71.217.193.233,52239,62527,TCP,1123,Control,HTTP,IoC Detected,93.11,,Malware,Known Pattern B,Ignored,Low,Ishaan Master,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.13.5 (KHTML, like Gecko) Version/5.0.3 Safari/533.13.5",Segment A,"Ranchi, Madhya Pradesh",87.113.161.206,,,Server
44032.04465,38.250.182.19,68.235.59.212,19268,30012,ICMP,1260,Control,DNS,IoC Detected,91.26,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Indranil Rattan,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9847-12-20 18:25:18 Firefox/3.6.11,Segment C,"Kakinada, Arunachal Pradesh",,Log Data,,Server
43947.36919,138.7.235.63,90.110.18.135,17529,20505,UDP,764,Data,HTTP,IoC Detected,51.49,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Vanya Sastry,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.39.6 (KHTML, like Gecko) Version/5.1 Safari/534.39.6",Segment C,"Kollam, Haryana",75.3.193.54,,Alert Data,Firewall
43898.18253,90.155.104.27,27.32.15.162,53029,53634,UDP,985,Data,FTP,,91.31,,DDoS,Known Pattern A,Blocked,High,Hansh Gala,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1),Segment A,"Aurangabad, Telangana",41.246.29.157,Log Data,Alert Data,Firewall
44211.71522,95.60.210.112,11.106.118.54,63111,44765,ICMP,257,Control,DNS,IoC Detected,63.24,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Anika Mandal,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),Segment A,"Vadodara, Tamil Nadu",90.40.129.62,,Alert Data,Server
44378.64848,108.214.150.249,153.151.114.216,48800,44421,UDP,970,Data,HTTP,,3.17,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Ivan Dube,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.1),Segment B,"Darbhanga, Manipur",,Log Data,Alert Data,Firewall
43886.77525,188.254.109.20,35.55.123.161,65304,16427,UDP,1013,Control,FTP,,44.34,,Intrusion,Known Pattern B,Blocked,High,Suhana Iyengar,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment B,"Jammu, Manipur",,,,Server
44995.23558,182.70.20.74,83.246.3.129,39649,51938,UDP,311,Control,DNS,,97.89,,Intrusion,Known Pattern A,Blocked,High,Manjari Gola,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0),Segment C,"Ratlam, Mizoram",,Log Data,,Server
44138.0103,201.62.115.215,70.97.85.83,24946,28331,UDP,1421,Data,HTTP,,1.32,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Miraya Kaul,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_7 rv:5.0; ss-ZA) AppleWebKit/531.12.1 (KHTML, like Gecko) Version/5.0.4 Safari/531.12.1",Segment B,"Pune, Mizoram",,Log Data,Alert Data,Server
44744.09641,187.243.70.1,116.124.59.221,42175,56459,ICMP,1385,Data,HTTP,,64.22,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Eva Khosla,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_8 rv:2.0; crh-UA) AppleWebKit/533.48.6 (KHTML, like Gecko) Version/5.0.5 Safari/533.48.6",Segment C,"Jaunpur, Meghalaya",78.9.220.67,Log Data,Alert Data,Firewall
44759.81772,201.219.18.252,136.221.55.57,36343,56106,UDP,463,Data,FTP,,47.31,,Intrusion,Known Pattern B,Logged,High,Yakshit Raja,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.0),Segment B,"Kolkata, Madhya Pradesh",,,Alert Data,Firewall
44485.24958,46.220.132.76,183.91.167.228,30518,18655,TCP,1209,Data,DNS,,56.44,,DDoS,Known Pattern B,Logged,High,Neelofar Date,Opera/9.92.(X11; Linux x86_64; lv-LV) Presto/2.9.185 Version/10.00,Segment A,"Howrah, Sikkim",,,,Firewall
44130.82551,110.229.159.24,12.15.186.213,53598,36714,ICMP,848,Control,DNS,,99.53,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Vardaniya Kalla,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),Segment A,"Katihar, Gujarat",51.8.77.153,Log Data,,Server
44562.41022,25.155.81.207,56.83.141.33,28972,28945,TCP,653,Data,FTP,IoC Detected,2.94,,Malware,Known Pattern B,Logged,Medium,Myra Varghese,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; li-BE) AppleWebKit/532.35.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6532.35.3",Segment B,"Guntakal, Punjab",16.90.122.178,Log Data,Alert Data,Firewall
43900.61806,180.206.166.165,157.111.237.220,1109,41026,UDP,720,Data,DNS,IoC Detected,32.08,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Anaya Date,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ug-CN) AppleWebKit/533.13.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.13.1",Segment B,"Dewas, Tamil Nadu",206.130.213.207,Log Data,Alert Data,Server
44788.53163,30.63.114.69,96.129.161.208,43362,20987,ICMP,500,Control,DNS,IoC Detected,76.73,,DDoS,Known Pattern B,Blocked,High,Hrishita Kapur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fr-CH) AppleWebKit/534.9.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.9.7",Segment C,"Amroha, Rajasthan",,Log Data,Alert Data,Server
44126.39545,65.239.161.182,48.158.52.80,56886,30090,ICMP,837,Data,DNS,,57.04,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Madhup Ray,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/3492-05-23 19:02:14 Firefox/14.0,Segment C,"Khammam, Haryana",28.204.96.81,,,Server
44234.57196,14.79.133.44,178.156.242.177,44897,34666,UDP,409,Data,FTP,IoC Detected,20.29,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Lakshit Srinivasan,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1),Segment A,"Begusarai, Manipur",78.230.182.3,Log Data,Alert Data,Firewall
44691.38556,82.54.255.171,214.202.1.159,53109,55818,ICMP,1471,Data,FTP,IoC Detected,12.85,,DDoS,Known Pattern B,Blocked,High,Nakul Chandran,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.1),Segment B,"Ramgarh, West Bengal",184.122.146.250,,Alert Data,Firewall
44507.19965,4.107.104.162,48.112.216.18,39165,50315,ICMP,137,Data,DNS,,9.86,,DDoS,Known Pattern B,Logged,Medium,Taimur Dewan,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_6 rv:2.0; sa-IN) AppleWebKit/534.35.6 (KHTML, like Gecko) Version/5.0.2 Safari/534.35.6",Segment B,"Bhavnagar, Nagaland",155.209.156.134,,,Firewall
45147.96537,132.129.62.205,206.224.109.167,36052,60429,ICMP,947,Control,DNS,IoC Detected,51.46,Alert Triggered,DDoS,Known Pattern A,Logged,High,Kiaan Batta,Mozilla/5.0 (Android 7.1.2; Mobile; rv:61.0) Gecko/61.0 Firefox/61.0,Segment B,"Panchkula, Mizoram",40.151.73.145,,,Server
45169.16604,19.70.36.209,154.36.27.11,14744,63592,TCP,956,Data,FTP,,72.53,,Intrusion,Known Pattern A,Ignored,Low,Miraya Luthra,Opera/9.69.(Windows CE; id-ID) Presto/2.9.172 Version/12.00,Segment A,"Ramagundam, Mizoram",,,,Firewall
44571.30266,9.243.79.224,177.62.208.121,64978,23758,ICMP,132,Data,DNS,,39.97,Alert Triggered,Malware,Known Pattern A,Blocked,High,Tanya Thaman,Opera/9.71.(X11; Linux i686; tig-ER) Presto/2.9.168 Version/10.00,Segment B,"Ghaziabad, Uttarakhand",,Log Data,Alert Data,Server
44036.63701,190.129.155.150,68.43.165.169,57168,37235,ICMP,1463,Data,FTP,,36.38,,Intrusion,Known Pattern B,Logged,High,Madhav Bassi,Opera/8.25.(X11; Linux x86_64; be-BY) Presto/2.9.181 Version/11.00,Segment C,"Thiruvananthapuram, Gujarat",202.77.147.34,Log Data,Alert Data,Server
43967.37669,181.196.38.198,119.178.56.150,50373,6077,TCP,1434,Data,DNS,IoC Detected,55.41,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Gatik Goswami,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.2.2 (KHTML, like Gecko) Version/5.0.3 Safari/533.2.2",Segment B,"Deoghar, Meghalaya",,,Alert Data,Firewall
45073.26,123.62.147.24,182.242.38.232,13836,36236,ICMP,241,Data,DNS,,90.92,,DDoS,Known Pattern B,Ignored,High,Inaaya  Chander,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.16.6 (KHTML, like Gecko) Version/5.0.2 Safari/533.16.6",Segment B,"Ghaziabad, Goa",166.179.4.253,Log Data,Alert Data,Server
43973.58127,223.64.59.179,68.240.212.129,11949,2246,ICMP,1420,Control,HTTP,,49.97,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Zain Kata,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),Segment B,"Panvel, Bihar",42.3.244.151,Log Data,,Firewall
44784.11235,138.200.175.26,36.80.195.239,61912,53910,TCP,454,Control,FTP,,31.8,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Prerak Sawhney,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_8; rv:1.9.6.20) Gecko/7205-10-17 16:18:35 Firefox/3.6.8,Segment B,"Eluru, Haryana",36.1.249.216,,Alert Data,Server
45119.65666,58.243.30.1,153.115.244.159,8669,52464,TCP,613,Data,HTTP,IoC Detected,40.86,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Saksham Khatri,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_9) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/45.0.842.0 Safari/532.1",Segment A,"Uluberia, Rajasthan",,,,Server
44944.41215,111.126.153.115,123.252.234.65,26582,47189,ICMP,296,Data,HTTP,IoC Detected,90.45,,Malware,Known Pattern A,Blocked,High,Ranbir Krishnamurthy,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.1),Segment A,"Junagadh, Telangana",,,,Server
44975.0958,93.113.255.59,85.171.74.65,52953,27871,UDP,1155,Data,HTTP,IoC Detected,61.89,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Azad Sarna,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_7 rv:4.0; nn-NO) AppleWebKit/534.24.6 (KHTML, like Gecko) Version/5.0 Safari/534.24.6",Segment C,"North Dumdum, Goa",203.137.248.199,,Alert Data,Server
45062.67135,48.40.215.20,117.115.178.155,33584,50619,UDP,546,Data,FTP,IoC Detected,21.67,,Intrusion,Known Pattern B,Blocked,Medium,Gatik Rajan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; hu-HU) AppleWebKit/534.35.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.35.6",Segment B,"Jamnagar, Andhra Pradesh",,,,Firewall
44860.87356,86.21.95.45,93.33.207.8,13934,56832,UDP,1463,Control,FTP,,80.95,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Yuvaan Sachar,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5 rv:3.0; lo-LA) AppleWebKit/534.37.4 (KHTML, like Gecko) Version/5.0 Safari/534.37.4",Segment A,"Jhansi, Uttarakhand",,Log Data,Alert Data,Firewall
45009.81958,186.40.175.227,63.186.207.110,5693,51648,ICMP,1244,Control,DNS,IoC Detected,59.81,,Intrusion,Known Pattern A,Blocked,Medium,Nehmat Sarma,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.48.6 (KHTML, like Gecko) Version/4.0.3 Safari/534.48.6",Segment A,"Jehanabad, Uttar Pradesh",,Log Data,,Server
44479.87238,204.14.248.243,20.168.24.199,7287,16983,TCP,121,Data,DNS,,13.52,,Malware,Known Pattern B,Blocked,Low,Hansh Kade,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Segment C,"Bathinda, Arunachal Pradesh",,Log Data,,Server
44134.99149,46.135.129.230,140.176.59.76,25157,55592,UDP,439,Data,DNS,,93.58,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Adira Sheth,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8323-07-29 00:49:26 Firefox/7.0,Segment B,"Loni, Mizoram",,Log Data,Alert Data,Server
44003.70618,144.176.129.140,158.125.85.33,27046,27515,ICMP,850,Control,HTTP,IoC Detected,90.01,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Ranbir Bhakta,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6764-06-30 12:31:42 Firefox/3.6.2,Segment C,"Hospet, Maharashtra",130.178.254.92,Log Data,Alert Data,Server
44357.54846,132.67.222.14,141.53.149.212,58311,3669,UDP,327,Data,DNS,,0.94,,Intrusion,Known Pattern B,Blocked,High,Ishita Chaudhari,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/19.0.826.0 Safari/535.2",Segment A,"Mysore, Himachal Pradesh",,Log Data,Alert Data,Firewall
44862.64255,15.116.89.209,4.99.40.160,13107,10027,TCP,90,Data,FTP,IoC Detected,39.81,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Inaaya  Dave,Opera/8.56.(Windows 98; Win 9x 4.90; is-IS) Presto/2.9.173 Version/10.00,Segment C,"Varanasi, Maharashtra",181.144.181.54,Log Data,Alert Data,Server
44281.88069,65.121.156.110,197.50.64.163,5634,63986,UDP,209,Data,DNS,,1.11,,Malware,Known Pattern A,Logged,High,Ryan Warrior,Opera/9.23.(X11; Linux x86_64; ca-FR) Presto/2.9.186 Version/11.00,Segment C,"Bathinda, Odisha",,Log Data,Alert Data,Firewall
44317.14703,37.11.174.182,145.54.60.27,59516,60353,TCP,1066,Data,HTTP,,67.49,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Onkar Vyas,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),Segment A,"Ichalkaranji, Uttar Pradesh",,Log Data,,Server
44694.86502,115.196.235.173,22.251.4.125,7438,51961,UDP,323,Control,DNS,,39.53,,Intrusion,Known Pattern B,Logged,Medium,Rohan Biswas,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/22.0.827.0 Safari/531.0",Segment C,"Jaipur, Goa",,Log Data,Alert Data,Firewall
44566.13255,70.214.29.71,58.188.83.124,37209,41062,UDP,1088,Control,FTP,,74.82,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Bhamini Goel,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),Segment A,"Madanapalle, Manipur",,,,Firewall
44157.70671,196.236.19.11,142.138.33.228,43132,10335,UDP,89,Control,DNS,,54.28,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Ela Ravi,Opera/9.66.(X11; Linux i686; ne-NP) Presto/2.9.162 Version/11.00,Segment C,"Thoothukudi, Tripura",165.235.162.233,,Alert Data,Server
44696.00971,176.43.146.98,54.119.130.33,35342,38909,UDP,1062,Control,DNS,,94.42,Alert Triggered,DDoS,Known Pattern A,Logged,High,Stuvan Bains,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_0 rv:3.0; fur-IT) AppleWebKit/532.2.1 (KHTML, like Gecko) Version/4.1 Safari/532.2.1",Segment B,"Ozhukarai, Uttar Pradesh",151.112.246.131,Log Data,Alert Data,Server
44058.48221,195.84.180.188,47.72.229.152,14540,58092,TCP,533,Control,FTP,,40.43,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Arnav Brar,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.0),Segment A,"Bidhannagar, Rajasthan",36.230.136.133,,,Server
44070.96729,176.33.193.31,212.5.173.130,27110,54531,UDP,963,Control,HTTP,IoC Detected,99.49,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Shayak Dhar,Opera/8.26.(X11; Linux x86_64; sr-ME) Presto/2.9.190 Version/11.00,Segment B,"Nadiad, Jharkhand",,,Alert Data,Server
44315.48635,159.26.68.99,52.139.181.230,25252,47545,TCP,850,Control,FTP,,49.21,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Lagan Grover,Mozilla/5.0 (Android 7.0; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,Segment A,"Visakhapatnam, Nagaland",,Log Data,Alert Data,Firewall
44139.12608,102.5.2.96,48.68.38.12,25991,60983,TCP,69,Control,HTTP,IoC Detected,27.75,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Jiya Sinha,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2 rv:2.0; crh-UA) AppleWebKit/535.15.3 (KHTML, like Gecko) Version/4.0.2 Safari/535.15.3",Segment A,"Bhind, Mizoram",,,Alert Data,Firewall
44682.85527,41.185.73.184,112.158.11.8,37983,47475,UDP,779,Data,DNS,,92.44,,Malware,Known Pattern B,Blocked,High,Ela Lal,Mozilla/5.0 (Windows NT 5.01; cmn-TW; rv:1.9.2.20) Gecko/4245-02-06 13:31:36 Firefox/12.0,Segment C,"Muzaffarpur, Nagaland",,,,Server
44121.7962,103.244.191.46,13.23.197.13,14427,9979,UDP,228,Control,HTTP,IoC Detected,0.06,,Intrusion,Known Pattern B,Blocked,High,Bhavin Kothari,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/63.0.834.0 Safari/535.0",Segment B,"Ajmer, Madhya Pradesh",118.20.132.112,Log Data,Alert Data,Firewall
44492.09773,39.123.203.152,10.197.116.248,65334,27462,UDP,104,Control,DNS,,29.27,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Piya Tak,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; cs-CZ) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.21.1",Segment C,"Morena, Assam",,Log Data,Alert Data,Server
43846.84749,197.52.11.184,128.164.146.61,3964,23055,TCP,837,Control,DNS,IoC Detected,46.86,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Nayantara Atwal,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; it-IT) AppleWebKit/531.28.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6531.28.6",Segment B,"Sangli-Miraj & Kupwad, Maharashtra",113.32.171.94,,,Server
43972.62571,181.114.238.105,210.82.114.155,37738,45588,UDP,911,Control,FTP,,19.41,Alert Triggered,Malware,Known Pattern B,Logged,Low,Hiran Arora,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),Segment A,"Raiganj, Tripura",,Log Data,,Firewall
45040.6616,201.30.52.54,87.231.211.130,44337,34724,UDP,519,Data,DNS,IoC Detected,95.35,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Priyansh Keer,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/16.9u8881.0 Mobile/98N760 Safari/531.1",Segment A,"Medininagar, Sikkim",13.193.16.99,Log Data,Alert Data,Server
44217.47602,60.161.118.7,45.149.15.65,51667,57162,TCP,1304,Control,FTP,IoC Detected,94.24,,Intrusion,Known Pattern A,Blocked,Medium,Saanvi Gara,Mozilla/5.0 (Android 8.1.0; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0,Segment C,"Kollam, Meghalaya",38.136.240.254,Log Data,Alert Data,Firewall
44676.62396,51.131.96.251,124.83.194.172,15545,25013,ICMP,932,Data,HTTP,IoC Detected,18.09,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Saanvi Loyal,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/48.0.810.0 Mobile/77P944 Safari/533.1",Segment C,"Khammam, Chhattisgarh",68.70.97.201,,Alert Data,Server
44200.58729,183.71.106.166,80.160.129.248,6495,3693,UDP,1330,Data,DNS,,52.28,,DDoS,Known Pattern B,Ignored,Medium,Bhamini Basak,Mozilla/5.0 (Windows NT 6.2; fa-IR; rv:1.9.2.20) Gecko/8495-11-21 11:59:34 Firefox/10.0,Segment B,"Kurnool, Sikkim",23.14.53.147,Log Data,Alert Data,Server
44199.24674,68.81.195.211,120.225.253.196,46754,36388,UDP,970,Control,FTP,IoC Detected,51.45,,DDoS,Known Pattern A,Ignored,Medium,Zara Jhaveri,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0),Segment C,"Baranagar, Goa",94.138.28.223,,Alert Data,Firewall
44207.54928,115.37.174.49,65.171.205.36,24806,8986,TCP,683,Data,FTP,,56.89,,Intrusion,Known Pattern B,Ignored,Medium,Jayesh Banik,Mozilla/5.0 (Windows NT 5.0; sv-SE; rv:1.9.2.20) Gecko/3701-02-15 19:19:28 Firefox/7.0,Segment B,"Aizawl, West Bengal",,,,Server
44048.67922,75.131.20.53,19.87.192.41,45723,36834,TCP,689,Data,HTTP,IoC Detected,12.36,,DDoS,Known Pattern B,Blocked,Low,Samarth Dey,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/48.0.877.0 Safari/533.0",Segment C,"Guntur, Himachal Pradesh",,Log Data,,Firewall
44547.80946,175.154.167.116,16.121.164.58,25228,46593,ICMP,1233,Control,DNS,IoC Detected,93.83,Alert Triggered,Malware,Known Pattern A,Ignored,High,Tara Koshy,Mozilla/5.0 (Android 8.0.0; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0,Segment B,"Rourkela, Gujarat",,,,Firewall
44392.10245,172.236.106.98,56.44.208.3,60663,48241,UDP,998,Data,FTP,IoC Detected,80.78,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Mahika Sankar,Mozilla/5.0 (Android 4.4; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,Segment A,"Korba, Tripura",83.33.78.8,,,Server
44121.07883,128.71.211.191,151.114.201.211,6792,3068,TCP,884,Control,DNS,,92.5,,Malware,Known Pattern B,Blocked,High,Jayant Sarraf,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/51.0.826.0 Mobile/58I472 Safari/532.0",Segment B,"Raichur, Rajasthan",190.159.109.125,Log Data,Alert Data,Server
44806.47829,162.150.67.36,222.55.24.145,19652,10075,ICMP,477,Data,DNS,IoC Detected,17,,DDoS,Known Pattern A,Logged,Medium,Miraan Babu,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.0),Segment C,"Singrauli, Punjab",,,,Firewall
44012.38132,197.239.173.22,197.81.2.223,20029,51334,UDP,1478,Control,HTTP,IoC Detected,93.05,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Charvi Upadhyay,Mozilla/5.0 (Windows 98; sl-SI; rv:1.9.0.20) Gecko/6798-08-16 11:23:31 Firefox/11.0,Segment B,"Berhampore, Kerala",52.65.14.97,Log Data,Alert Data,Firewall
43945.307,29.147.153.211,146.203.156.2,56469,60386,TCP,789,Control,FTP,IoC Detected,81.43,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Veer Kohli,Mozilla/5.0 (Android 2.3.3; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment B,"Chandrapur, Manipur",20.151.226.95,Log Data,Alert Data,Firewall
44961.96328,161.31.145.39,206.165.250.32,20724,1773,ICMP,706,Data,HTTP,,0.72,,DDoS,Known Pattern A,Blocked,High,Dhanuk Kumar,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_6 rv:2.0; ne-NP) AppleWebKit/532.45.5 (KHTML, like Gecko) Version/4.0.4 Safari/532.45.5",Segment B,"Satna, Arunachal Pradesh",,Log Data,,Firewall
44916.64872,218.148.147.245,2.26.245.51,52905,35434,ICMP,1028,Data,DNS,,4.26,Alert Triggered,Malware,Known Pattern A,Blocked,High,Taimur Kar,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.0),Segment A,"Bareilly, Rajasthan",199.5.2.222,Log Data,,Server
44700.17924,216.211.180.115,74.51.31.45,63422,52756,ICMP,1027,Data,HTTP,,2.9,,Intrusion,Known Pattern B,Blocked,Low,Gatik Sule,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/45.0.847.0 Safari/536.2",Segment A,"Bhusawal, Sikkim",,,Alert Data,Server
45098.08481,221.133.109.69,61.65.66.102,9473,37284,TCP,111,Data,FTP,,93.65,,Malware,Known Pattern A,Blocked,Medium,Sana Thakkar,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/534.31.7 (KHTML, like Gecko) Version/5.1 Safari/534.31.7",Segment A,"Panvel, Tamil Nadu",,,,Firewall
